y"No.","キーワード検索","地域","件数","会社名","郵便番号","住所","電子メール","URL","コメント","電話番号 1","FAX番号 1","電話番号 2","FAX番号 2","電話番号 3","FAX番号 3","電話番号 4","FAX番号 4","電話番号 5","FAX番号 5","電話番号 6","FAX番号 6","電話番号 7","FAX番号 7","電話番号 8","FAX番号 8","電話番号 9","FAX番号 9","電話番号 10","FAX番号 10","電話番号 11","FAX番号 11","電話番号 12","FAX番号 12","電話番号 13","FAX番号 13","電話番号 14","FAX番号 14","電話番号 15","FAX番号 15","電話番号 16","FAX番号 16","電話番号 17","FAX番号 17","電話番号 18","FAX番号 18","電話番号 19","FAX番号 19","電話番号 20","FAX番号 20","LocName","fX","fY","iConf","iLvl"
,,,,食べ処飲ん処担担,899-6201,鹿児島県姶良郡湧水町木場６６５－５,,,,0995-74-2666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/姶良郡/湧水町/木場/６６５番地","130.72276","31.95127","5","7"
,,,,油そば兎,890-0056,鹿児島県鹿児島市下荒田３丁目１－６－１Ｆ,,,,099-296-9884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/下荒田/三丁目/１番","130.55330","31.57347","5","7"
,,,,麺屋トラノコ,899-4322,鹿児島県霧島市国分福島３丁目６－６－１Ｆ,,,,0995-47-6659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/霧島市/国分福島/三丁目/６番","130.76224","31.73145","5","7"
,,,,麺匠樹凛,890-0063,鹿児島県鹿児島市鴨池１丁目１０－５－２Ｆ,,,,099-204-7331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/鴨池/一丁目/１０番","130.55035","31.56844","5","7"
,,,,麺屋壱笑,893-0023,鹿児島県鹿屋市笠之原町４９－１７－１,,,,0994-41-3238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿屋市/笠之原町/４９番地","130.89479","31.38757","5","7"
,,,,河童の雫,899-5652,鹿児島県姶良市平松７２１７－３,,,,0995-65-3436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/姶良市/平松","130.60153","31.71503","5","5"
,,,,めん楽,890-0041,鹿児島県鹿児島市城西１丁目２６－３,,,,099-257-9293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/城西/一丁目/２６番","130.53857","31.59395","5","7"
,,,,ＳａｋａｎｏｕｅＵｎｉｑｕｅ,891-0150,鹿児島県鹿児島市坂之上４丁目１９－６７,,,,099-262-0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/坂之上/四丁目/１９番","130.50392","31.49989","5","7"
,,,,麺どころさつま牧之原店,899-4461,鹿児島県霧島市国分上之段４００－８,,,,0995-48-2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/霧島市/国分上之段/４００番地","130.82469","31.69383","5","7"
,,,,麺小僧げん,892-0831,鹿児島県鹿児島市船津町１－１６－１Ｆ,,,,099-803-0217,099-803-0217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/船津町/１番","130.55722","31.58906","5","7"
,,,,来々軒華亭,899-0126,鹿児島県出水市六月田町３８３,,,,0996-64-8873,0996-64-8873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/出水市/六月田町/３８３番地","130.34297","32.10955","5","7"
,,,,溝辺ＰＡ売店上り,899-6403,鹿児島県霧島市溝辺町三縄９０６－３,,,,,0995-59-3647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/霧島市/溝辺町三縄/９０６番地","130.68608","31.84768","5","7"
,,,,レストイン武家屋敷,897-0302,鹿児島県南九州市知覧町郡１７８４６,,,,,0993-83-4743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/南九州市/知覧町郡/１７８４６番地","130.43192","31.36245","5","7"
,,,,桜島物産館,891-1420,鹿児島県鹿児島市桜島赤水町１４２７,,,,,099-293-3556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/桜島赤水町","130.61345","31.57322","5","5"
,,,,桜島ドライブイン,891-1420,鹿児島県鹿児島市桜島赤水町１４２７,,,,,099-293-3556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/桜島赤水町","130.61345","31.57322","5","5"
,,,,山形屋／食堂・喫茶,892-0828,鹿児島県鹿児島市金生町３－１,,,,099-227-6184,,099-227-6669,,099-227-6435,,099-227-6285,,099-227-6166,,099-227-6436,,099-227-6165,,099-227-6066,,099-227-6085,,099-227-6069,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/金生町/３番","130.55708","31.59327","5","7"
,,,,ラーメン酒場停車場,895-0076,鹿児島県薩摩川内市大小路町１９－４,,,,0996-20-2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/薩摩川内市/大小路町/１９番","130.30382","31.82213","5","7"
,,,,丸十ラーメン宅配専用,893-0011,鹿児島県鹿屋市打馬２丁目８－６,,,,,0994-41-0780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿屋市/打馬/二丁目/８番","130.85329","31.39680","5","7"
119,中華・中国料理,鹿児島県,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,すし,鹿児島県,464,寿し・和食・司,893-0064,鹿児島県鹿屋市西原２丁目３６－２７,,http://nttbj.itp.ne.jp/0120437432/,和食の良さを五感でかんじて下さいランチ11：30～13：45,0120-437432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿屋市/西原/二丁目/３６番","130.82878","31.38688","5","7"
,,,,だるま寿司,890-0031,鹿児島県鹿児島市武岡３丁目５－６,,http://www.daruma-sushi.com/index.html,中央駅西口から常盤トンネルを通って車で5分,099-282-0370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/武岡/三丁目/５番","130.51323","31.59213","5","7"
,,,,旬房みやわき,897-0031,鹿児島県南さつま市加世田東本町３７－３,,http://miyawaki.info/,旬の地魚・選りすぐりの魚介新鮮素材で勝負！！,0993-76-5551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/南さつま市/加世田東本町/３７番","130.32921","31.41810","5","7"
,,,,大吉寿司,891-6202,鹿児島県大島郡喜界町大字湾４４６－１３,,,,0997-65-3211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/大島郡/喜界町/湾/４４６番地","129.93312","28.32100","5","7"
,,,,だるま寿司,897-0008,鹿児島県南さつま市加世田地頭所１５９３,,,,0993-53-5116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/南さつま市/加世田地頭所","130.31873","31.42396","5","5"
,,,,寿し盛,890-0045,鹿児島県鹿児島市武３丁目２５－７,,,,0120-399771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/武/三丁目/２５番","130.53471","31.57783","5","7"
,,,,寿しのかわしま,891-0113,鹿児島県鹿児島市東谷山１丁目６１－２２,,,,0120-688670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/東谷山/一丁目/６１番","130.52786","31.53484","5","7"
,,,,よし寿司,895-0051,鹿児島県薩摩川内市東開聞町２－３,,,,0120-402356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/薩摩川内市/東開聞町/２番","130.30371","31.81640","5","7"
,,,,すし源,890-0066,鹿児島県鹿児島市真砂町３４－６－１Ｆ,,,,0120-464463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/真砂町/３４番","130.55470","31.56015","5","7"
,,,,寿し処さかなちゃん,891-7101,鹿児島県大島郡徳之島町亀津７４４６,,,,0120-832340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/大島郡/徳之島町/亀津/７４４６番地","129.02045","27.73121","5","7"
,,,,すし源中洲店,890-0045,鹿児島県鹿児島市武１丁目４０－１６－１Ｆ,,,,0120-440558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/武/一丁目/４０番","130.53864","31.57926","5","7"
,,,,桂馬寿司,890-0056,鹿児島県鹿児島市下荒田２丁目３０－３,,,,099-252-5945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/下荒田/二丁目/３０番","130.55821","31.57505","5","7"
,,,,大国寿司,899-2502,鹿児島県日置市伊集院町徳重３７１－２０,,,,099-272-4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/日置市/伊集院町徳重/３７１番地","130.39590","31.63141","5","7"
,,,,だるま寿司／伊敷ニュータウン店,890-0007,鹿児島県鹿児島市伊敷台４丁目２－１５,,,,099-220-0088,,099-229-8787,,,099-220-0122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/伊敷台/四丁目/２番","130.53813","31.62879","5","7"
,,,,弥助寿司,890-0054,鹿児島県鹿児島市荒田１丁目１５－３,,,,099-253-7085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/荒田/一丁目/１５番","130.55283","31.57701","5","7"
,,,,弥助寿司,890-0054,鹿児島県鹿児島市荒田１丁目１５－３,,,,099-254-0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/荒田/一丁目/１５番","130.55283","31.57701","5","7"
,,,,葵寿司,890-0054,鹿児島県鹿児島市荒田２丁目２２－１０－１Ｆ,,,,099-255-8045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/荒田/二丁目/２２番","130.54858","31.57243","5","7"
,,,,すし半,890-0052,鹿児島県鹿児島市上之園町１９－２,,,,099-255-1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/上之園町/１９番","130.54611","31.58128","5","7"
,,,,亀八寿司,890-0073,鹿児島県鹿児島市宇宿３丁目５２－１８,,,,099-252-8256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/宇宿/三丁目/５２番","130.53601","31.54078","5","7"
,,,,司すし,890-0063,鹿児島県鹿児島市鴨池１丁目６１－１０,,,,099-255-2547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/鴨池/一丁目/６１番","130.54774","31.56466","5","7"
,,,,寿し処まるしん,890-0064,鹿児島県鹿児島市鴨池新町２８,,,,099-253-7543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/鴨池新町/２８番","130.55724","31.55071","5","7"
,,,,まるしんすし,890-0064,鹿児島県鹿児島市鴨池新町２８,,,,099-253-7543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/鴨池新町/２８番","130.55724","31.55071","5","7"
,,,,寿し盛,890-0045,鹿児島県鹿児島市武３丁目２５－７,,,,099-251-9771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/武/三丁目/２５番","130.53471","31.57783","5","7"
,,,,大吉すし,892-0811,鹿児島県鹿児島市玉里団地２丁目６－７,,,,099-229-5748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/玉里団地/二丁目/６番","130.54662","31.61741","5","7"
,,,,弥太郎寿司,890-0053,鹿児島県鹿児島市中央町２８－１,,,,099-258-2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/中央町/２８番","130.54401","31.58097","5","7"
,,,,弥太郎寿司,890-0053,鹿児島県鹿児島市中央町２８－１,,,,099-254-4580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/中央町/２８番","130.54401","31.58097","5","7"
,,,,山鮨,890-0002,鹿児島県鹿児島市西伊敷３丁目３０－９,,,,099-220-4102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/西伊敷/三丁目/３０番","130.52774","31.63936","5","7"
,,,,萩寿司,892-0842,鹿児島県鹿児島市東千石町５－１５,,,,099-224-4638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/東千石町/５番","130.55321","31.59230","5","7"
,,,,寿しのかわしま,891-0113,鹿児島県鹿児島市東谷山１丁目６１－２２,,,,099-268-8670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/東谷山/一丁目/６１番","130.52786","31.53484","5","7"
,,,,第二司すし,892-0824,鹿児島県鹿児島市堀江町３－１７,,,,099-225-3453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/堀江町/３番","130.55942","31.59097","5","7"
,,,,すし源,890-0066,鹿児島県鹿児島市真砂町３４－６－１Ｆ,,,,099-256-4463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/真砂町/３４番","130.55470","31.56015","5","7"
,,,,江戸寿司,890-0082,鹿児島県鹿児島市紫原１丁目４４－１,,,,099-252-4868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/紫原/一丁目/４４番","130.53874","31.56015","5","7"
,,,,江戸寿司,890-0082,鹿児島県鹿児島市紫原１丁目４４－１,,,,099-257-3978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/紫原/一丁目/４４番","130.53874","31.56015","5","7"
,,,,すし匠紫陽花,890-0082,鹿児島県鹿児島市紫原５丁目７－２４,,,,099-251-7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/紫原/五丁目/７番","130.52972","31.56218","5","7"
,,,,ひろ幸寿司,891-0145,鹿児島県鹿児島市錦江台１丁目６２－６,,,,099-262-0417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/錦江台/一丁目/６２番","130.49312","31.50198","5","7"
,,,,鮨といち,890-0005,鹿児島県鹿児島市下伊敷２丁目２１－１１－１３,,,,099-228-6367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/下伊敷/二丁目/２１番","130.53629","31.61861","5","7"
,,,,石寿司神田店,895-0052,鹿児島県薩摩川内市神田町６－３３,,,,0996-22-3532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/薩摩川内市/神田町/６番","130.30435","31.81467","5","7"
,,,,よし寿司,895-0051,鹿児島県薩摩川内市東開聞町２－３,,,,0996-22-2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/薩摩川内市/東開聞町/２番","130.30371","31.81640","5","7"
,,,,大八寿司,895-0021,鹿児島県薩摩川内市向田本町７－２２,,,,0996-20-0930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/薩摩川内市/向田本町/７番","130.30777","31.81762","5","7"
,,,,たいむら寿司,893-0009,鹿児島県鹿屋市大手町９－１５,,,,0994-42-2379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿屋市/大手町/９番","130.85191","31.39006","5","7"
,,,,栄楽寿司,893-0005,鹿児島県鹿屋市共栄町１６－７,,,,0994-42-4402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿屋市/共栄町/１６番","130.85272","31.37904","5","7"
,,,,東寿司,898-0004,鹿児島県枕崎市港町４６,,,,0993-72-0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/枕崎市/港町/４６番地","130.29922","31.26729","5","7"
,,,,有限会社朝日屋やぐら寿司,896-0002,鹿児島県いちき串木野市春日町１１２,,,,0996-32-2512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/いちき串木野市/春日町/１１２番地","130.26813","31.72124","5","7"
,,,,やまと寿し,899-1617,鹿児島県阿久根市浜町２７－１,,,,0996-72-0311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/阿久根市/浜町","130.19360","32.01937","5","5"
,,,,すし久栄,899-1131,鹿児島県阿久根市脇本７８２０－７,,,,0996-75-0229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/阿久根市/脇本","130.21059","32.08200","5","5"
,,,,寿司ます,899-4322,鹿児島県霧島市国分福島２丁目１１－１８,,,,0995-45-7171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/霧島市/国分福島/二丁目/１１番","130.75606","31.72358","5","7"
,,,,大関寿司,891-2121,鹿児島県垂水市栄町７１,,,,0994-32-3905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/垂水市/栄町/７１番地","130.69820","31.49165","5","7"
,,,,大関寿司,891-2121,鹿児島県垂水市栄町７１,,,,0994-32-2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/垂水市/栄町/７１番地","130.69820","31.49165","5","7"
,,,,八千代寿司,891-1304,鹿児島県鹿児島市本名町１１１８－６,,,,099-294-2936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/本名町/１１１８番地","130.55353","31.68621","5","7"
,,,,鮨勝,897-0215,鹿児島県南九州市川辺町平山６６３１,,,,0993-56-5756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/南九州市/川辺町平山/６６３１番地","130.39993","31.39241","5","7"
,,,,回転寿司横綱,899-2201,鹿児島県日置市東市来町湯田２６２７,,,,099-274-4238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/日置市/東市来町湯田/２６２７番地","130.32748","31.67536","5","7"
,,,,大国寿司,899-2502,鹿児島県日置市伊集院町徳重３７１－２０,,,,099-273-0092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/日置市/伊集院町徳重/３７１番地","130.39590","31.63141","5","7"
,,,,東寿司,899-1401,鹿児島県出水郡長島町鷹巣１７９８－５,,,,0996-86-0169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/出水郡/長島町/鷹巣","130.17578","32.19865","5","5"
,,,,太郎寿司,895-2701,鹿児島県伊佐市菱刈前目２０６５－１,,,,0995-26-1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/伊佐市/菱刈前目","130.65433","31.99777","5","5"
,,,,有限会社笹寿司,899-5433,鹿児島県姶良市西宮島町１－１０,,,,0995-65-0117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/姶良市/西宮島町/１番","130.62260","31.72399","5","7"
,,,,すし松,899-4501,鹿児島県霧島市福山町福山４７５１－１,,,,0995-56-1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/霧島市/福山町福山/４７５１番地","130.85187","31.67159","5","7"
,,,,寿し福,899-8603,鹿児島県曽於市末吉町新町１丁目１１－８,,,,0986-76-6604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/曽於市/末吉町新町/一丁目/１１番","131.02100","31.65749","5","7"
,,,,友恵寿し,899-7103,鹿児島県志布志市志布志町志布志２丁目３－２０,,,,099-473-0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/志布志市/志布志町志布志/二丁目/３番","131.10239","31.47718","5","7"
,,,,大黒寿司,899-7103,鹿児島県志布志市志布志町志布志３丁目１４－１,,http://www.shibushi-daikoku.co.jp/,,099-472-0767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/志布志市/志布志町志布志/三丁目/１４番","131.09248","31.47180","5","7"
,,,,寿司割烹浪花,899-7305,鹿児島県曽於郡大崎町假宿１５４３－７,,,,099-476-5050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/曽於郡/大崎町/假宿/１５４３番地","131.00821","31.42623","5","7"
,,,,いづみ寿司,891-9111,鹿児島県大島郡和泊町大字手々知名５１２－２５,,,,0997-92-0210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/大島郡/和泊町/手々知名/５１２番地","128.65704","27.39577","5","7"
,,,,すし松,897-0005,鹿児島県南さつま市加世田麓町１５－４,,,,0993-52-2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/南さつま市/加世田麓町/１５番","130.31996","31.41488","5","7"
,,,,くるくる鮨し雅,891-7101,鹿児島県大島郡徳之島町亀津７２８８－１Ｆ,,,,0997-83-1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/大島郡/徳之島町/亀津/７２８８番地","129.01843","27.72813","5","7"
,,,,司すし堀江町,892-0824,鹿児島県鹿児島市堀江町３－１７,,,,099-222-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/堀江町/３番","130.55942","31.59097","5","7"
,,,,八千代寿司,891-1304,鹿児島県鹿児島市本名町１１１８－６,,,,099-294-3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/本名町/１１１８番地","130.55353","31.68621","5","7"
,,,,すし源武岡,890-0031,鹿児島県鹿児島市武岡４丁目２２－１２,,,,099-282-8289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/武岡/四丁目/２２番","130.51042","31.59452","5","7"
,,,,すし源武岡,890-0031,鹿児島県鹿児島市武岡４丁目２２－１２,,,,099-281-3284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/武岡/四丁目/２２番","130.51042","31.59452","5","7"
,,,,今村賢治,890-0031,鹿児島県鹿児島市武岡４丁目２２－１２,,,,099-281-3284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/武岡/四丁目/２２番","130.51042","31.59452","5","7"
,,,,すし長,890-0067,鹿児島県鹿児島市真砂本町３９－９,,,,099-254-0675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/真砂本町/３９番","130.55418","31.55824","5","7"
,,,,燕寿し,891-1274,鹿児島県鹿児島市緑ヶ丘町４３－１１,,,,099-243-3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/緑ケ丘町/４３番","130.54474","31.65539","5","7"
,,,,市場食堂／天文館店,892-0844,鹿児島県鹿児島市山之口町７－１９,,,,099-239-8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/山之口町/７番","130.55458","31.58777","5","7"
,,,,寿しつた家,890-0034,鹿児島県鹿児島市田上２丁目１６－１５,,,,099-257-9422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/田上/二丁目/１６番","130.53323","31.57450","5","7"
,,,,市場食堂／花野光ケ丘店,891-1204,鹿児島県鹿児島市花野光ヶ丘２丁目４９－１,,,,099-228-0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿児島市/花野光ケ丘/二丁目/４９番","130.52719","31.65175","5","7"
,,,,にっしん寿し,893-0063,鹿児島県鹿屋市新栄町７－３,,,,0994-43-3656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿屋市/新栄町/７番","130.84981","31.37784","5","7"
,,,,三楽すし本町店,893-0002,鹿児島県鹿屋市本町５－２２,,,,0994-44-4866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/鹿屋市/本町/５番","130.85097","31.38660","5","7"
,,,,大助,896-0001,鹿児島県いちき串木野市曙町４２,,,,0996-33-1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/いちき串木野市/曙町/４２番地","130.27165","31.72154","5","7"
,,,,大江戸屋,894-0017,鹿児島県奄美市名瀬石橋町１６－４０,,,,0997-53-5664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/奄美市/名瀬石橋町/１６番","129.49834","28.37361","5","7"
,,,,太郎寿司,899-1615,鹿児島県阿久根市琴平町６５,,,,0996-72-0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/阿久根市/琴平町/６５番地","130.19547","32.02029","5","7"
,,,,大江戸鮨,894-0017,鹿児島県奄美市名瀬石橋町１６－４０,,,,0997-53-5664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"鹿児島県/奄美市/名瀬石橋町/１６番","129.49834","28.37361","5","7"
