"No.","業種検索","地域","件数","会社名","郵便番号","住所","電子メール","URL","コメント","電話番号 1","FAX番号 1","電話番号 2","FAX番号 2","電話番号 3","FAX番号 3","電話番号 4","FAX番号 4","座標X","座標Ｙ","icon","iLv","LocName","fX","fY","iConf","iLvl"
,,,,しいたけ飯店本店,061-0600,北海道樺戸郡浦臼町字浦臼内１７４－４０,,,,0125-68-2128,,,,,,,,,,,,"北海道/樺戸郡/浦臼町/浦臼第一","141.81705","43.44751","4","5"
,,,,ＳＥＡ‐ＭＡＲＫＥＴ,060-0063,北海道札幌市中央区南３条西５丁目１－１,,,,011-222-9119,,,,,,,,,,,,"北海道/札幌市/中央区/南三条西/五丁目/１番地","141.35078","43.05610","5","7"
,,,,シェ・フルーレ,064-0801,北海道札幌市中央区南１条西２８丁目１－３,,,,011-631-6629,,,,,,,,,,,,"北海道/札幌市/中央区/南一条西/二十八丁目/１番","141.31558","43.05471","5","7"
,,,,シェ・マエダ,080-0012,北海道帯広市西２条南１０丁目２,,,,0155-27-6206,,,,,,,,,,,,"北海道/帯広市/西二条南/十丁目/２番地","143.20262","42.92076","5","7"
,,,,四季,040-0063,北海道函館市若松町１４－１０,,,,0138-22-0111,,,,,,,,,,,,"北海道/函館市/若松町/１４番","140.72668","41.77269","5","7"
,,,,四季の恵,080-0831,北海道帯広市稲田町南８線西１０－１,,,,0155-49-2130,,,,,,,,,,,,"北海道/帯広市/稲田町南八線西/１０番地","143.19882","42.89029","5","7"
,,,,シスコ,003-0024,北海道札幌市白石区本郷通１３丁目南４,,,,011-846-6777,,,,,,,,,,,,"北海道/札幌市/白石区/本郷通十三丁目南/４番","141.42258","43.03658","5","7"
,,,,シスタービート,060-0063,北海道札幌市中央区南３条西５丁目１－１,,,,011-231-3900,,,,,,,,,,,,"北海道/札幌市/中央区/南三条西/五丁目/１番地","141.35078","43.05610","5","7"
,,,,紫ぜん,040-0065,北海道函館市豊川町１０－１０,,,,0120-038858,,,,,,,,,,,,"北海道/函館市/豊川町/１０番","140.71901","41.76600","5","7"
,,,,紫ぜん,040-0065,北海道函館市豊川町１０－１０,,,,0138-27-8858,,,,,,,,,,,,"北海道/函館市/豊川町/１０番","140.71901","41.76600","5","7"
,,,,自然食ホロ,007-0895,北海道札幌市東区中沼西５条２丁目３－１６,,,,011-887-6224,,,,,,,,,,,,"北海道/札幌市/東区/中沼西五条/二丁目/３番","141.41083","43.13494","5","7"
,,,,七人の小人,085-0013,北海道釧路市栄町８丁目２３,,,,0154-24-4744,,,,,,,,,,,,"北海道/釧路市/栄町/八丁目/２３番地","144.38748","42.98676","5","7"
,,,,シチューとラクレットの店ココット,060-0063,北海道札幌市中央区南３条西７丁目７,,,,011-272-7320,,,,,,,,,,,,"北海道/札幌市/中央区/南三条西/七丁目/７番地","141.34760","43.05627","5","7"
,,,,シットココレストラン,071-0527,北海道空知郡上富良野町東７線北１８号,,,,0167-45-6627,,,,,,,,,,,,"北海道/空知郡/上富良野町/東七線北","142.47110","43.39986","5","5"
,,,,湿原ユートピア,088-1532,北海道厚岸郡浜中町琵琶瀬７３８,,,,0153-62-3439,,,,,,,,,,,,"北海道/厚岸郡/浜中町/琵琶瀬","145.07623","43.04873","5","5"
,,,,シャカシャカ,068-0024,北海道岩見沢市４条西４丁目３－２,,,,0126-24-5777,,,,,,,,,,,,"北海道/岩見沢市/四条西/四丁目/３番地","141.76328","43.20211","5","7"
,,,,シャトレーゼガトーキングダムサッポロレストランヴィーニュ,002-8043,北海道札幌市北区東茨戸１３２,,http://www.gateauxkingdom.com,,011-773-2799,,,,,,,,,,,,"北海道/札幌市/北区/東茨戸","141.35748","43.16728","5","5"
,,,,しゃぽーるーじゅ,060-0806,北海道札幌市北区北６条西２丁目,,,,011-213-5467,,,,,,,,,,,,"北海道/札幌市/北区/北六条西/二丁目","141.35243","43.06887","5","6"
,,,,シャンな,062-0033,北海道札幌市豊平区西岡３条４丁目３－８,,,,011-857-8532,,,,,,,,,,,,"北海道/札幌市/豊平区/西岡三条/四丁目/３番","141.38637","43.01627","5","7"
,,,,上海,070-0030,北海道旭川市宮下通８丁目,,,,0166-22-0148,,,,,,,,,,,,"北海道/旭川市/宮下通/八丁目","142.35936","43.76397","5","6"
,,,,秀華,089-3334,北海道中川郡本別町北３丁目１－１,,,,0156-22-7707,,,,,,,,,,,,"北海道/中川郡/本別町/北/三丁目/１番地","143.61328","43.12573","5","7"
,,,,シュシュエルミタージュ,001-0024,北海道札幌市北区北２４条西２丁目２－１４,,,,011-726-1256,,,,,,,,,,,,"北海道/札幌市/北区/北二十四条西/二丁目/２番","141.34651","43.09120","5","7"
,,,,シュシュ・ド・クルール,099-2103,北海道北見市端野町３区５７２－１,,,,0157-56-4550,,,,,,,,,,,,"北海道/北見市/端野町三区","143.92102","43.85456","5","5"
,,,,シュシュ・ド・クルール,099-2103,北海道北見市端野町３区５７２－１,,,,,0157-56-4155,,,,,,,,,,,"北海道/北見市/端野町三区","143.92102","43.85456","5","5"
,,,,春香園,058-0205,北海道幌泉郡えりも町字大和２５０－４７,,,,01466-2-4121,,,,,,,,,,,,"北海道/幌泉郡/えりも町/大和","143.13879","42.03120","5","5"
,,,,旬菜食健ひな野マルヤマクラス店,064-0801,北海道札幌市中央区南１条西２７丁目１－１,,,,011-676-4697,,,,,,,,,,,,"北海道/札幌市/中央区/南一条西/二十七丁目/１番","141.31725","43.05498","5","7"
,,,,笑ふく園／お問い合せ・ご予約無料受付,073-0021,北海道滝川市本町３丁目３－２５,,,,0800-8000028,,,,,,,,,,,,"北海道/滝川市/本町/三丁目/３番","141.90796","43.56104","5","7"
,,,,食工房旬彩,044-0051,北海道虻田郡倶知安町北１条西３丁目３,,,,0136-23-1882,,,,,,,,,,,,"北海道/虻田郡/倶知安町/北一条西/三丁目","140.74716","42.90223","5","6"
,,,,食工房ｓｏｔｏ,073-0021,北海道滝川市本町１丁目１－７,,,,0125-24-6750,,,,,,,,,,,,"北海道/滝川市/本町/一丁目/１番","141.90854","43.55850","5","7"
,,,,食珈房ぴーべりー,086-1003,北海道標津郡中標津町東３条南１丁目,,,,0153-72-2246,0153-72-2246,,,,,,,,,,,"北海道/標津郡/中標津町/東三条南/一丁目","144.97658","43.54911","5","6"
,,,,食事処大和,085-1141,北海道阿寒郡鶴居村幌呂西４丁目２２－４,,,,0154-65-2085,,,,,,,,,,,,"北海道/阿寒郡/鶴居村/幌呂西/四丁目","144.26192","43.19834","5","6"
,,,,食事処やまや,086-1043,北海道標津郡中標津町東３条北１丁目４,,,,0153-72-5155,,,,,,,,,,,,"北海道/標津郡/中標津町/東三条北/一丁目/４番地","144.97546","43.55019","5","7"
,,,,職人気質,080-0025,北海道帯広市西１５条南３３丁目５－６,,,,0155-49-3131,,,,,,,,,,,,"北海道/帯広市/西十五条南","143.17937","42.91915","5","5"
,,,,食の宝庫北海道函館駅店,040-0063,北海道函館市若松町１２－１３,,,,0138-22-2220,,,,,,,,,,,,"北海道/函館市/若松町/１２番","140.72766","41.77263","5","7"
,,,,しれとこキッチン熊湖,099-4112,北海道斜里郡斜里町港町１,,,,0152-23-5901,,,,,,,,,,,,"北海道/斜里郡/斜里町/港町/１番地","144.66273","43.91144","5","7"
,,,,知床さいはて市場,099-4355,北海道斜里郡斜里町ウトロ東４０２,,,,0152-24-3333,,,,,,,,,,,,"北海道/斜里郡/斜里町/ウトロ東","145.00526","44.07818","5","5"
,,,,しん,064-0804,北海道札幌市中央区南４条西４丁目５－４－Ｂ１Ｆ,,,,011-222-1663,,,,,,,,,,,,"北海道/札幌市/中央区/南四条西/四丁目","141.35252","43.05548","5","6"
,,,,シンデレラキャッスル,070-0033,北海道旭川市３条通６丁目,,,,0166-73-5191,,,,,,,,,,,,"北海道/旭川市/三条通/六丁目","142.35815","43.76842","5","6"
,,,,シーフードレストランオールドリバー,061-3243,北海道石狩市新港東１丁目５４,,,,0133-62-4691,,,,,,,,,,,,"北海道/石狩市/新港東/一丁目/５４番地","141.33932","43.20873","5","7"
,,,,Ｃ‐レストラン,077-0044,北海道留萌市錦町１丁目,,,,0164-42-3636,,,,,,,,,,,,"北海道/留萌市/錦町/一丁目","141.64359","43.93967","5","6"
,,,,Ｃ‐レストラン,077-0044,北海道留萌市錦町１丁目,,,,,0164-42-3850,,,,,,,,,,,"北海道/留萌市/錦町/一丁目","141.64359","43.93967","5","6"
,,,,ｊｉｋｅｉれすとらんＭＥＧＵＭＩＮＯ,061-1373,北海道恵庭市恵み野西５丁目３－１,,,,0123-36-1717,,,,,,,,,,,,"北海道/恵庭市/恵み野西/五丁目/３番","141.58328","42.90672","5","7"
,,,,ｊｉｋｅｉれすとらんＭＥＧＵＭＩＮＯ,061-1373,北海道恵庭市恵み野西５丁目３－１,,,,,0123-36-1818,,,,,,,,,,,"北海道/恵庭市/恵み野西/五丁目/３番","141.58328","42.90672","5","7"
,,,,Ｊｉｊｉｙａ・Ｂａｂａｙａ,046-0015,北海道余市郡余市町朝日町１５－１,,,,0135-22-7822,,,,,,,,,,,,"北海道/余市郡/余市町/朝日町/１５番地","140.78149","43.19525","5","7"
,,,,時代屋,047-0021,北海道小樽市入船１丁目２－２８,,,,0134-29-0282,,,,,,,,,,,,"北海道/小樽市/入船/一丁目/２番","141.00697","43.18969","5","7"
,,,,じゃが太,044-0075,北海道虻田郡倶知安町字富士見４４９,,,,0136-23-1120,,,,,,,,,,,,"北海道/虻田郡/倶知安町/富士見","140.77538","42.88494","5","5"
,,,,ジャクソンビル,001-0023,北海道札幌市北区北２３条西３丁目２－５１,,,,011-728-1001,,,,,,,,,,,,"北海道/札幌市/北区/北二十三条西/三丁目/２番","141.34541","43.08994","5","7"
,,,,ジャスマックプラザホテルザナドゥ,064-0807,北海道札幌市中央区南７条西３丁目,,,,011-513-8111,,,,,,,,,,,,"北海道/札幌市/中央区/南七条西/三丁目","141.35500","43.05208","5","6"
,,,,ＪＡＺＺ・ＢＡＲセッション,092-0232,北海道網走郡津別町字新町１５－７,info@tsube2.com,http://tsube2.com,,0152-76-3956,,,,,,,,,,,,"北海道/網走郡/津別町/新町","144.02162","43.71067","5","5"
,,,,ジャッキー,047-0008,北海道小樽市築港１１,,,,0134-24-2325,,,,,,,,,,,,"北海道/小樽市/築港/１１番","141.02139","43.18454","5","7"
,,,,ジャルダン・ドゥ・ボヌール,064-0946,北海道札幌市中央区双子山４丁目１－１８,,,,011-530-0877,,,,,,,,,,,,"北海道/札幌市/中央区/双子山/四丁目/１番","141.31700","43.04269","5","7"
,,,,ジャルダン・ポタジェＴＥＲＡＮＩＳＨＩ,006-0016,北海道札幌市手稲区富丘６条７丁目４－１３,,,,011-691-8313,,,,,,,,,,,,"北海道/札幌市/手稲区/富丘六条/七丁目/４番","141.23875","43.10851","5","7"
,,,,ジャンティオム,064-0804,北海道札幌市中央区南４条西８丁目２－１,,,,011-531-2251,,,,,,,,,,,,"北海道/札幌市/中央区/南四条西/八丁目/２番地","141.34644","43.05449","5","7"
,,,,ジャストレストラン,049-2325,北海道茅部郡森町字本町２２,,,,01374-2-3418,,,,,,,,,,,,"北海道/茅部郡/森町/本町/２２番地","140.57254","42.10911","5","7"
,,,,寿泉,073-0031,北海道滝川市栄町４丁目６－１６,,,,0125-22-3995,,,,,,,,,,,,"北海道/滝川市/栄町/四丁目/６番","141.90335","43.55764","5","7"
,,,,聚楽,075-0011,北海道芦別市北１条東１丁目１１－２５,,,,0124-22-2622,,,,,,,,,,,,"北海道/芦別市/北一条東/一丁目/１１番","142.18678","43.51923","5","7"
,,,,純平,071-0208,北海道上川郡美瑛町本町４丁目４,,,,0166-92-1028,,,,,,,,,,,,"北海道/上川郡/美瑛町/本町/四丁目/４番","142.46785","43.58936","5","7"
,,,,ジョイ,099-0203,北海道紋別郡遠軽町丸瀬布中町,,,,0158-47-2402,,,,,,,,,,,,"北海道/紋別郡/遠軽町/丸瀬布中町","143.33473","44.00595","5","5"
,,,,じょぐら,078-3453,北海道留萌郡小平町字鬼鹿元浜,,,,0164-57-1525,,,,,,,,,,,,"北海道/留萌郡/小平町/鬼鹿元浜","141.67915","44.16969","5","5"
,,,,ＪＯＪＯ’Ｓニセコ,044-0081,北海道虻田郡倶知安町字山田１７９－５３,,,,0136-23-2220,,,,,,,,,,,,"北海道/虻田郡/倶知安町/山田","140.71840","42.86109","5","5"
,,,,ジョリージェリーフィッシュフロムカリカリ,040-0043,北海道函館市宝来町９－６,,,,0138-23-1932,,,,,,,,,,,,"北海道/函館市/宝来町/９番","140.71936","41.76082","5","7"
,,,,スウィートグラス,061-1422,北海道恵庭市盤尻２０－１,,,,0123-32-0418,,,,,,,,,,,,"北海道/恵庭市/盤尻/２０番地","141.50441","42.85517","5","7"
,,,,スコットグリル,060-0002,北海道札幌市中央区北２条西４丁目,,,,011-210-1155,,,,,,,,,,,,"北海道/札幌市/中央区/北二条西/四丁目","141.35034","43.06367","5","6"
,,,,株式会社スコット輪厚コース,061-1264,北海道北広島市輪厚７７,,,,011-377-4496,,,,,,,,,,,,"北海道/北広島市/輪厚/７７番地","141.49620","42.94373","5","7"
,,,,鮨ダイニングＫＩＹＯＭＡＳＡ,093-0013,北海道網走市南３条西２丁目,,,,0152-61-0003,,,,,,,,,,,,"北海道/網走市/南三条西/二丁目","144.26491","44.02168","5","6"
,,,,すしはんガーデン,069-0238,北海道空知郡南幌町元町１丁目２－９,,,,011-378-1888,,,,,,,,,,,,"北海道/空知郡/南幌町/元町/一丁目/２番","141.65689","43.07183","5","7"
,,,,鈴や,045-0003,北海道岩内郡岩内町字万代２９－１５,,,,0135-62-0649,,,,,,,,,,,,"北海道/岩内郡/岩内町/万代/２９番地","140.51079","42.98196","5","7"
,,,,鈴屋,049-5603,北海道虻田郡洞爺湖町入江３８－４,,,,0142-76-4508,,,,,,,,,,,,"北海道/虻田郡/洞爺湖町/入江/３８番地","140.77518","42.53522","5","7"
,,,,スズランボウルグリルスズラン,080-0831,北海道帯広市稲田町南８線西１２－１,,,,0155-49-2323,,,,,,,,,,,,"北海道/帯広市/稲田町南八線西/１２番地","143.19662","42.88988","5","7"
,,,,スタンレーマーケット,060-0062,北海道札幌市中央区南２条西５丁目３１,,,,011-242-2039,011-242-2039,,,,,,,,,,,"北海道/札幌市/中央区/南二条西/五丁目/３１番地","141.34993","43.05792","5","7"
,,,,ステラ,041-0851,北海道函館市本通１丁目４－１,,,,0138-31-2372,,,,,,,,,,,,"北海道/函館市/本通/一丁目/４番","140.76636","41.79586","5","7"
,,,,ステーキハウスカウベル,090-0036,北海道北見市幸町７丁目７－４,,,,0157-22-2929,,,,,,,,,,,,"北海道/北見市/幸町/七丁目/７番","143.88693","43.80564","5","7"
,,,,ステーキハウスヴァン,097-0022,北海道稚内市中央２丁目９－２６,,,,0162-24-1315,,,,,,,,,,,,"北海道/稚内市/中央/二丁目/９番","141.67543","45.41833","5","7"
,,,,ステーキ円山すすきの,064-0805,北海道札幌市中央区南５条西４丁目,,,,011-562-4129,,,,,,,,,,,,"北海道/札幌市/中央区/南五条西/四丁目","141.35291","43.05438","5","6"
,,,,ステーキ宮旭川大雪通店,070-0010,北海道旭川市大雪通４丁目４９０－１０,,,,0166-74-6061,,,,,,,,,,,,"北海道/旭川市/大雪通/四丁目/４９０番地","142.38478","43.77807","5","7"
,,,,ステーキ宮新道店,065-0030,北海道札幌市東区北３０条東２０丁目３,,,,011-787-5429,,,,,,,,,,,,"北海道/札幌市/東区/北三十条東/二十丁目/３番","141.37990","43.10254","5","7"
,,,,ステーキ宮南郷通店,003-0026,北海道札幌市白石区本通２１丁目南１,,,,011-826-3763,,,,,,,,,,,,"北海道/札幌市/白石区/本通二十一丁目南/１番","141.44508","43.02847","5","7"
,,,,ステーキレストランがんねん,004-0053,北海道札幌市厚別区厚別中央３条６丁目１－６,,,,011-894-2949,,,,,,,,,,,,"北海道/札幌市/厚別区/厚別中央三条/六丁目/１番","141.47353","43.04290","5","7"
,,,,ステーキレストラン伸,061-2282,北海道札幌市南区藤野２条５丁目１－６,,,,011-593-8282,,,,,,,,,,,,"北海道/札幌市/南区/藤野二条/五丁目/１番","141.29953","42.96191","5","7"
,,,,ストロベリーパルフェサロン,040-0011,北海道函館市本町２３－１,,,,0138-56-2339,,,,,,,,,,,,"北海道/函館市/本町/２３番","140.75203","41.79051","5","7"
,,,,砂川ハイウェイオアシス館レストラン木林の森,073-0108,北海道砂川市北光３３６－７,,,,0125-53-2121,,,,,,,,,,,,"北海道/砂川市/北光/３３６番地","141.92961","43.52258","5","7"
,,,,砂川ハイウェイオアシス館レストラン木林の森,073-0108,北海道砂川市北光３３６－７,,,,,0125-53-3331,,,,,,,,,,,"北海道/砂川市/北光/３３６番地","141.92961","43.52258","5","7"
,,,,スノーム（ＳＮＯＭＥ）,070-0033,北海道旭川市３条通８丁目１７０５－３０,,,,0166-22-9977,,,,,,,,,,,,"北海道/旭川市/三条通/八丁目/１７０５番地","142.36133","43.76785","5","7"
,,,,昴,049-3121,北海道二海郡八雲町上八雲３０３,,,,0137-63-4900,,,,,,,,,,,,"北海道/二海郡/八雲町/上八雲","140.15440","42.28629","5","5"
,,,,スパイスガーデン,080-0010,北海道帯広市大通南１１丁目６－１,,,,0155-26-5767,,,,,,,,,,,,"北海道/帯広市/大通南/十一丁目","143.20558","42.91977","5","6"
,,,,スパイスラボラトリー,092-0051,北海道網走郡美幌町字東１条北３丁目,,,,0152-72-0005,,,,,,,,,,,,"北海道/網走郡/美幌町/東一条北/三丁目","144.10588","43.82588","5","6"
,,,,スパゲティＡｎｄａｒｅ,064-0807,北海道札幌市中央区南７条西１４丁目２－２１,tavola-918@tavola-918.com,http://www.tavola-918.com/,,011-520-2600,,,,,,,,,,,,"北海道/札幌市/中央区/南七条西/十四丁目/２番","141.33611","43.05004","5","7"
